Description,Weekend,Area,Age,Floor,Price
                        kandilli küçüksu'da köprü manzaralı 4+1 dubleks rgy ınvest a2105                      ,4 + 1,                          240 m2,15 Yaşında,                      Bahçe Katı,              20.000              TL
                        sevinç emlak üsk.  fuul  eşyalı .merkeze yakın.v atik mah. 3+1 1.kt.90 m2.paylaşımlı.odalar                      ,3 + 1,                          100 m2,25 Yaşında,                      1. Kat,              1.300              TL
                        ofton elysium serene kandilli 164 m² 3+1 eşyalı daire                      ,3 + 1,                          200 m2,10 Yaşında,                      En Üst Kat,              40.000              TL
                        çengelköy'de yol yalı konumunda 2+1 ful eşyalı kiralık daire                      ,2 + 1,                          130 m2,30 Yaşında,                      1. Kat,              20.000              TL
                        küplücede  3+1 100m2                      ,3 + 1,                          100 m2,26 Yaşında,                      1. Kat,              6.850              TL
                        küplüce durağa yakın 3+1 100m2                      ,3 + 1,                          100 m2,26 Yaşında,                      1. Kat,              6.850              TL
                        haritada konumda 135 m2 4-1                      ,4 + 1,                          145 m2,Sıfır Bina,                      4. Kat,              14.000              TL
                        icadiyede 1+1 eşyalı kombili yüksek giriş bekara öğrenciye calisana                      ,1 + 1,                          75 m2,30 Yaşında,                      Yüksek Giriş,              5.900              TL
                        kandilli'de geniş rıhtımlı kiralık 460 m2 lüks yalı                      ,6 + 1,                          460 m2,25 Yaşında,,              430.000              TL
                        ayıkcan'dan beylerbeyi'nde yeşil bahçe içinde yalı dairesi                      ,3 + 1,                          165 m2,40 Yaşında,                      2. Kat,              70.000              TL
                        emaar address resıdence fully furnıshed 2+1                      ,2 + 1,                          140 m2,Sıfır Bina,                      16. Kat,              58.500              TL
Description,Weekend,Area,Age,Floor,Price
"                        nakkaştepe prestijli sitede, sıfır kiralık villa                      ",8 + 2,                          900 m2,4 Yaşında,,              85.000              TL
                        feti paşa korusu üstü muhteşem villa tarihi bina içi özel yapım                      ,5 + 1,                          300 m2,10 Yaşında,,              40.000              TL
                        üsküdar fethi paşa üstü deniz manzaralı 5+1 eşyalı muhteşem kiralık villa                      ,5 + 1,                          300 m2,20 Yaşında,,              45.000              TL
                        üsküdar zeynep kamil 1+1 full eşyalı kiralık daire(evcil hayvana uygun)                      ,1 + 1,                          75 m2,30 Yaşında,                      Bahçe Katı,              6.500              TL
                        üsküdar merkez marmaray metroya yakın kiralık ara kat daire  2+1 90m2                      ,2 + 1,                          90 m2,30 Yaşında,                      3. Kat,              8.000              TL
                        muhteşem havuzlu rıhtımlı yalıda tiripleks yalı dairesi                      ,5 + 1,                          500 m2,38 Yaşında,                      3. Kat,              320.000              TL
                        üsküdar selimiye'de deniz manzaralı kiralık dubleks daire                      ,3 + 1,                          160 m2,30 Yaşında,                      Teras Katı,              20.000              TL
                        üsküdar harem'de paylaşımlı bayan apart oda                      ,Stüdyo,                          36 m2,15 Yaşında,                      Ara Kat,              2.600              TL
                        üsküdar selimiye de full eşyalı paylaşımlı bayan apart oda                      ,Stüdyo,                          35 m2,10 Yaşında,                      Ara Kat,              2.000              TL
